진료과,병원명,주소,평점,의사,온라인 예약 여부,의사 평점,리뷰수,병원링크,평점구간
한의원/한방병원,성북아이한의원,"서울특별시 성북구 월계로 4 지상4층 (하월곡동, 세영빌딩)",8.7,['이석진'],False,['8.7'],8,https://www.modoodoc.com/hospital/15680/%EC%95%84%EC%9D%B4%EC%A1%B0%EC%95%84%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
한의원/한방병원,우솔한의원,"서울특별시 성북구 종암로 120 3층 (종암동, 비제이빌딩)",7.5,['우솔한의원 원장'],False,['7.5'],1,https://www.modoodoc.com/hospital/15978/%EC%9A%B0%EC%86%94%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
한의원/한방병원,한결한의원,서울특별시 성북구 장월로1길 57 2층 201호 (상월곡동),0.0,['이종우'],False,['0.0'],0,https://www.modoodoc.com/hospital/16834/%ED%95%9C%EA%B2%B0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,청담경희한의원,서울 성북구 오패산로 98,0.0,['청담경희한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/70748/%EC%B2%AD%EB%8B%B4%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[0.0, 0.5)"
한의원/한방병원,예한의원,서울특별시 성북구 아리랑로 3 3층 (동소문동6가),8.8,['이재환'],False,['8.8'],6,https://www.modoodoc.com/hospital/15868/%EC%98%88%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
한의원/한방병원,톡톡경희한의원 성북점,서울 성북구 화랑로 254 대성프라자 1층,8.8,['김준호'],False,['8.8'],1,https://www.modoodoc.com/hospital/70615/%ED%86%A1%ED%86%A1%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%B1%EB%B6%81%EC%A0%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[8.5, 9.0)"
한의원/한방병원,약선당부부한의원,서울 성북구 화랑로 248 장위뉴타워,9.1,['박경라'],False,['9.1'],4,https://www.modoodoc.com/hospital/15730/%EC%95%BD%EC%84%A0%EB%8B%B9%EB%B6%80%EB%B6%80%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[9.0, 9.5)"
한의원/한방병원,하늘꽃한의원,"서울특별시 성북구 한천로76다길 46 2층 (석관동, 태영빌딩)",8.4,['하늘꽃한의원 원장'],False,['8.4'],4,https://www.modoodoc.com/hospital/16794/%ED%95%98%EB%8A%98%EA%BD%83%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
한의원/한방병원,우창한의원,"서울특별시 성북구 보문로 99 지상2층 (보문동5가, 영광빌딩)",0.0,['우창한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/15992/%EC%9A%B0%EC%B0%BD%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,길음경희용한의원,"서울특별시 성북구 길음로13길 11 1층 (길음동, 길음현대아파트상가)",9.1,['길음경희용한의원 원장'],False,['9.1'],3,https://www.modoodoc.com/hospital/14187/%EA%B8%B8%EC%9D%8C%EA%B2%BD%ED%9D%AC%EC%9A%A9%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
한의원/한방병원,성동한의원,서울특별시 성북구 돌곶이로 76 지상1층 (석관동),8.5,['성동한의원 원장'],False,['8.5'],2,https://www.modoodoc.com/hospital/15373/%EC%84%B1%EB%8F%99%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
한의원/한방병원,종암한의원,서울특별시 성북구 오패산로1가길 60 (하월곡동),8.0,['종암한의원 원장'],False,['8.0'],1,https://www.modoodoc.com/hospital/16420/%EC%A2%85%EC%95%94%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
한의원/한방병원,큰길한의원,서울특별시 성북구 종암로 110 3~4층 (종암동),9.4,"['구명하', '장현석', '송민아']",False,"['9.5', '9.6', '8.3']",7,https://www.modoodoc.com/hospital/16672/%ED%81%B0%EA%B8%B8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[9.0, 9.5)"
한의원/한방병원,연세한의원,서울특별시 성북구 보국문로 152 지상1층 (정릉동),0.0,['연세한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/15811/%EC%97%B0%EC%84%B8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,양지한의원,서울 성북구 정릉로2길 5,9.5,['양지한의원 원장'],False,['9.5'],1,https://www.modoodoc.com/hospital/15762/%EC%96%91%EC%A7%80%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
한의원/한방병원,이인기한의원,서울특별시 성북구 보국문로 50 303호(청수프라자) (정릉동),0.0,['이인기'],False,['0.0'],0,https://www.modoodoc.com/hospital/16144/%EC%9D%B4%EC%9D%B8%EA%B8%B0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,햇살가득한의원,서울특별시 성북구 돌곶이로 75 2층 (석관동),9.2,['햇살가득한의원 원장'],False,['9.2'],11,https://www.modoodoc.com/hospital/16961/%ED%96%87%EC%82%B4%EA%B0%80%EB%93%9D%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
한의원/한방병원,명보경희한의원,"서울특별시 성북구 오패산로 46 211,212호 (하월곡동, 두산아파트상가)",0.0,['명보경희한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/14780/%EB%AA%85%EB%B3%B4%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,종각한의원,서울특별시 성북구 동소문로 28-2 지상1층 (동소문동2가),5.8,['종각한의원 원장'],False,['5.8'],2,https://www.modoodoc.com/hospital/16415/%EC%A2%85%EA%B0%81%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[5.5, 6.0)"
한의원/한방병원,명제한의원,서울특별시 성북구 동소문로23길 22-4 지상1층 (동선동4가),0.0,['명제한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/14811/%EB%AA%85%EC%A0%9C%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,명성하한의원,"서울특별시 성북구 장위로 121 지상1,2층 (장위동)",10.0,['명성하한의원 원장'],False,['10.0'],1,https://www.modoodoc.com/hospital/14785/%EB%AA%85%EC%84%B1%ED%95%98%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,
한의원/한방병원,동성제일한의원,서울특별시 성북구 안암로 105 지상1층 (안암동5가),8.9,['동성제일한의원 원장'],False,['8.9'],7,https://www.modoodoc.com/hospital/14581/%EB%8F%99%EC%84%B1%EC%A0%9C%EC%9D%BC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
한의원/한방병원,지성경희한의원,서울특별시 성북구 종암로21길 47 라동 지상2층 (종암동),7.3,['정진호'],False,['7.3'],2,https://www.modoodoc.com/hospital/16469/%EC%A7%80%EC%84%B1%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.0, 7.5)"
한의원/한방병원,장수경희한의원,서울특별시 성북구 성북로 16 2층 (성북동),8.7,['장수경'],False,['8.7'],3,https://www.modoodoc.com/hospital/16299/%EC%9E%A5%EC%88%98%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
한의원/한방병원,참한의원,서울특별시 성북구 오패산로 69 지상5층 (하월곡동),9.9,['참한의원 원장'],False,['9.9'],3,https://www.modoodoc.com/hospital/16530/%EC%B0%B8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
한의원/한방병원,치유한의원,서울특별시 성북구 화랑로11길 27 지상3층 (하월곡동),9.3,['치유한의원 원장'],False,['9.3'],5,https://www.modoodoc.com/hospital/16650/%EC%B9%98%EC%9C%A0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
한의원/한방병원,사암늘쾌차한의원,"서울특별시 성북구 창경궁로 323 301호 (성북동1가, 휴아름스튜디오)",9.3,['사암늘쾌차한의원 원장'],False,['9.3'],10,https://www.modoodoc.com/hospital/15180/%EC%82%AC%EC%95%94%EB%8A%98%EC%BE%8C%EC%B0%A8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
한의원/한방병원,장용완한의원,서울특별시 성북구 오패산로10길 30,0.0,['장용완한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/16306/%EC%9E%A5%EC%9A%A9%EC%99%84%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,해오름한의원,"서울특별시 성북구 성북로4길 52 205-1호 (돈암동, 스카이프라자동관)",0.0,['해오름한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/16943/%ED%95%B4%EC%98%A4%EB%A6%84%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,소담월곡한의원,서울특별시 성북구 오패산로4길 32 지상2층 (하월곡동),0.0,['소담월곡한의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/15441/%EC%86%8C%EB%8B%B4%EC%9B%94%EA%B3%A1%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[0.0, 0.5)"
한의원/한방병원,365화사한의원,서울특별시 성북구 도봉로 23 2층 (길음동),9.3,['장정현'],False,['9.3'],6,https://www.modoodoc.com/hospital/14436/365%ED%99%94%EC%82%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
한의원/한방병원,글로리한의원 성신여대,서울 성북구 동소문로 118,8.5,['김해원'],False,['8.5'],9,https://www.modoodoc.com/hospital/68316/%EA%B8%80%EB%A1%9C%EB%A6%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,"[8.5, 9.0)"
비뇨기과,연세 트윈골드 비뇨의학과 의원,서울 성북구 길음로 11 2층 101동 218호,7.1,['연세 트윈골드 비뇨의학과 의원'],False,['7.1'],6,https://www.modoodoc.com/hospital/5506/%EC%97%B0%EC%84%B8-%ED%8A%B8%EC%9C%88%EA%B3%A8%EB%93%9C-%EB%B9%84%EB%87%A8%EC%9D%98%ED%95%99%EA%B3%BC-%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[7.0, 7.5)"
비뇨기과,조찬홍비뇨기과의원,서울 성북구 길음로 8,0.0,['조찬홍비뇨기과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/11344/%EC%A1%B0%EC%B0%AC%ED%99%8D%EB%B9%84%EB%87%A8%EA%B8%B0%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[0.0, 0.5)"
비뇨기과,성북김준비뇨의학과의원,"서울특별시 성북구 성북로 5-1, 산빌딩 4,5층 (성북동1가)",0.0,['성북김준비뇨의학과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/79955/%EC%84%B1%EB%B6%81%EA%B9%80%EC%A4%80%EB%B9%84%EB%87%A8%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%B1%EB%B6%81%EB%8F%991%EA%B0%80,"[0.0, 0.5)"
비뇨기과,의료법인열린의료재단혜화열린의원,"서울특별시 성북구 동소문로 125 5층 (동선동4가, 골든타워)",8.3,['의료법인열린의료재단혜화열린의원 원장'],False,['8.3'],3,https://www.modoodoc.com/hospital/10510/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%EC%97%B4%EB%A6%B0%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%9C%ED%99%94%EC%97%B4%EB%A6%B0%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
비뇨기과,서호종의원,"서울특별시 성북구 화랑로 201 지상1,2층 (장위동)",7.7,['서호종의원 원장'],False,['7.7'],3,https://www.modoodoc.com/hospital/8130/%EC%84%9C%ED%98%B8%EC%A2%85%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
비뇨기과,우노비뇨기과의원,"서울특별시 성북구 아리랑로 3 5층 (동소문동6가, 반월빌딩)",7.5,['최성규'],False,['7.5'],7,https://www.modoodoc.com/hospital/10091/%EC%9A%B0%EB%85%B8%EB%B9%84%EB%87%A8%EA%B8%B0%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[7.5, 8.0)"
비뇨기과,안의원,"서울특별시 성북구 보국문로 43 2층 1호 (정릉동, 야원빌딩)",8.3,['안상석'],False,['8.3'],12,https://www.modoodoc.com/hospital/8977/%EC%95%88%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
산부인과,루시나산부인과,"서울특별시 성북구 보문로 180 (삼선동4가, 지하1층, 지상2,3,4,8,9,10층)",8.6,"['김창훈', '김명미', '김영인']",False,"['8.5', '10.0', '0.0']",25,https://www.modoodoc.com/hospital/6297/%EB%A3%A8%EC%8B%9C%EB%82%98%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%82%BC%EC%84%A0%EB%8F%994%EA%B0%80,"[8.5, 9.0)"
산부인과,더행복한산부인과의원,"서울특별시 성북구 동소문로 92 4층 (동소문동5가, 강윤빌딩)",8.6,['박선민'],False,['8.6'],81,https://www.modoodoc.com/hospital/6037/%EB%8D%94%ED%96%89%EB%B3%B5%ED%95%9C%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%995%EA%B0%80,"[8.5, 9.0)"
산부인과,제니산부인과의원,"서울특별시 성북구 화랑로 87 4층 (하월곡동, 류성빌딩)",8.3,['이종성'],False,['8.3'],37,https://www.modoodoc.com/hospital/11195/%EC%A0%9C%EB%8B%88%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[8.0, 8.5)"
산부인과,열린산부인과,"서울특별시 성북구 정릉로36길 28-5 (정릉동, 정릉로306(1층))",8.9,"['김대영', '김수경', '김정선']",False,"['8.7', '9.4', '8.1']",32,https://www.modoodoc.com/hospital/9844/%EC%97%B4%EB%A6%B0%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[8.5, 9.0)"
산부인과,서울척병원,서울 성북구 동소문로47길 8,8.6,"['노원', '김동욱', '이덕주']",False,"['8.4', '7.3', '9.4']",95,https://www.modoodoc.com/hospital/4361/%EC%84%9C%EC%9A%B8%EC%B2%99%EB%B3%91%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[8.5, 9.0)"
산부인과,온누리산부인과의원,서울특별시 성북구 오패산로 10 (하월곡동),8.2,['온누리산부인과의원 원장'],False,['8.2'],10,https://www.modoodoc.com/hospital/10046/%EC%98%A8%EB%88%84%EB%A6%AC%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[8.0, 8.5)"
산부인과,현대여성산부인과의원,서울특별시 성북구 종암로 115 3층 (종암동),9.6,['현대여성산부인과의원 원장'],False,['9.6'],3,https://www.modoodoc.com/hospital/12570/%ED%98%84%EB%8C%80%EC%97%AC%EC%84%B1%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EC%95%94%EB%8F%99,"[9.5, 10.0)"
산부인과,중앙의원,서울특별시 성북구 장월로1길 17 1층 (상월곡동),7.3,['중앙의원 원장'],False,['7.3'],2,https://www.modoodoc.com/hospital/11440/%EC%A4%91%EC%95%99%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.0, 7.5)"
산부인과,미소플러스산부인과의원,"서울특별시 성북구 화랑로 248, 장위뉴타워 7층 701호,702(일부)호 (석관동)",0.0,['조인숙'],False,['0.0'],0,https://www.modoodoc.com/hospital/77492/%EB%AF%B8%EC%86%8C%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%9D%EA%B4%80%EB%8F%99,"[0.0, 0.5)"
산부인과,안산부인과의원,서울특별시 성북구 길음로 6 (길음동),8.6,"['이정렬', '서율희', '양혜리']",False,"['8.1', '8.6', '9.3']",35,https://www.modoodoc.com/hospital/8961/%EC%95%88%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[8.5, 9.0)"
산부인과,더 소중한 여성의원,"서울특별시 성북구 동소문로 10, 카프리빌딩 2층 가호, 나호 (동소문동2가)",0.0,['더 소중한 여성의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/79023/%EB%8D%94-%EC%86%8C%EC%A4%91%ED%95%9C-%EC%97%AC%EC%84%B1%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%992%EA%B0%80,"[0.0, 0.5)"
산부인과,박순옥산부인과의원,서울 성북구 장월로 91,8.8,['박순옥산부인과의원 원장'],False,['8.8'],1,https://www.modoodoc.com/hospital/7039/%EB%B0%95%EC%88%9C%EC%98%A5%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
산부인과,우리기쁜산부인과의원,서울특별시 성북구 종암로 147 지상1~8층 (종암동),9.0,"['김낙근', '윤형동', '김정한']",False,"['8.5', '9.5', '9.0']",99,https://www.modoodoc.com/hospital/10103/%EC%9A%B0%EB%A6%AC%EA%B8%B0%EC%81%9C%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EC%95%94%EB%8F%99,"[9.0, 9.5)"
산부인과,전은의산부인과의원,서울특별시 성북구 장월로 83 (장위동),0.0,['전은의산부인과의원 원장'],False,['0.0'],0,https://www.modoodoc.com/hospital/11056/%EC%A0%84%EC%9D%80%EC%9D%98%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[0.0, 0.5)"
산부인과,영라인의원,서울특별시 성북구 성북로6길 4 (성북동),5.0,['영라인의원 원장'],False,['5.0'],1,https://www.modoodoc.com/hospital/9877/%EC%98%81%EB%9D%BC%EC%9D%B8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[5.0, 5.5)"
산부인과,애플산부인과의원 성신여대점,서울 성북구 아리랑로9 산맥프라자 9층,8.8,"['박보라', '도소림', '제송현']",False,"['8.8', '0.0', '0.0']",0,https://www.modoodoc.com/hospital/75328/%EC%95%A0%ED%94%8C%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%B1%EC%8B%A0%EC%97%AC%EB%8C%80%EC%A0%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%996%EA%B0%80,"[8.5, 9.0)"
산부인과,지인산부인과의원,서울특별시 성북구 동소문로 106 유타쇼핑몰 6층,7.9,"['김정연', '안정주', '전시은']",False,"['7.5', '9.2', '7.6']",57,https://www.modoodoc.com/hospital/11482/%EC%A7%80%EC%9D%B8%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,"[7.5, 8.0)"
산부인과,송이여성의원,"서울특별시 성북구 보국문로 43 (정릉동,야원빌딩 4층)",7.8,['송이여성의원 원장'],False,['7.8'],14,https://www.modoodoc.com/hospital/8484/%EC%86%A1%EC%9D%B4%EC%97%AC%EC%84%B1%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[7.5, 8.0)"
내과,삼성프렌드의원,서울특별시 성북구 보문로 93 2층 (보문동5가),6.2,['이상권'],False,['6.2'],9,https://www.modoodoc.com/hospital/7592/%EC%82%BC%EC%84%B1%ED%94%84%EB%A0%8C%EB%93%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%B3%B4%EB%AC%B8%EB%8F%995%EA%B0%80,"[6.0, 6.5)"
내과,삼성맑은의원한의원,"서울 성북구 길음로 33 상가 B동 지1층 제4호, 제5호",0.0,['장아영'],False,['0.0'],0,https://www.modoodoc.com/hospital/75314/%EC%82%BC%EC%84%B1%EB%A7%91%EC%9D%80%EC%9D%98%EC%9B%90%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[0.0, 0.5)"
내과,우리가정의학과의원,서울특별시 성북구 삼선교로10길 37 지상2층 (삼선동2가),9.4,['우리가정의학과의원 원장'],False,['9.4'],7,https://www.modoodoc.com/hospital/10100/%EC%9A%B0%EB%A6%AC%EA%B0%80%EC%A0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
내과,이지현내과의원,서울특별시 성북구 아리랑로 15 (동소문동6가),8.5,['이지현내과의원 원장'],False,['8.5'],39,https://www.modoodoc.com/hospital/10807/%EC%9D%B4%EC%A7%80%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
내과,영라인의원,서울특별시 성북구 성북로6길 4 (성북동),5.0,['영라인의원 원장'],False,['5.0'],1,https://www.modoodoc.com/hospital/9877/%EC%98%81%EB%9D%BC%EC%9D%B8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC/?#HospitalHiraPriceSection,"[5.0, 5.5)"
